<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MOEX.SBER:SMAL;60;20220520;160000;123.4100000;123.4100000;123.0000000;123.0000000;4
MOEX.SBER:SMAL;60;20220523;110000;122.9900000;123.0000000;122.9900000;123.0000000;5
MOEX.SBER:SMAL;60;20220523;120000;121.0000000;121.0000000;121.0000000;121.0000000;1
MOEX.SBER:SMAL;60;20220523;130000;123.0500000;123.0500000;121.0100000;121.0100000;3
MOEX.SBER:SMAL;60;20220523;140000;120.7000000;120.7000000;120.5000000;120.5000000;3
MOEX.SBER:SMAL;60;20220523;170000;120.0000000;120.0000000;120.0000000;120.0000000;1
MOEX.SBER:SMAL;60;20220523;180000;120.0000000;120.0000000;119.0000000;119.0000000;2
MOEX.SBER:SMAL;60;20220524;110000;121.7900000;121.7900000;121.7900000;121.7900000;3
MOEX.SBER:SMAL;60;20220524;120000;117.9800000;117.9800000;117.5000000;117.5100000;10
MOEX.SBER:SMAL;60;20220524;130000;120.0000000;120.0000000;120.0000000;120.0000000;1
MOEX.SBER:SMAL;60;20220524;140000;117.5100000;119.9000000;117.5100000;119.9000000;3
MOEX.SBER:SMAL;60;20220524;150000;121.2700000;123.9500000;120.2100000;120.2100000;5
MOEX.SBER:SMAL;60;20220524;180000;122.0100000;122.1100000;122.0100000;122.1100000;8
MOEX.SBER:SMAL;60;20220525;140000;124.0000000;124.0000000;122.2000000;122.2000000;9
MOEX.SBER:SMAL;60;20220525;150000;122.2500000;122.2500000;120.9300000;120.9300000;2
MOEX.SBER:SMAL;60;20220525;160000;123.9700000;123.9700000;123.1000000;123.1000000;2
MOEX.SBER:SMAL;60;20220525;170000;124.0000000;124.0000000;120.8500000;120.8500000;7
MOEX.SBER:SMAL;60;20220526;110000;124.9900000;124.9900000;124.5100000;124.5100000;13
MOEX.SBER:SMAL;60;20220526;120000;125.6600000;125.6600000;125.6600000;125.6600000;1
MOEX.SBER:SMAL;60;20220526;150000;123.5000000;124.5000000;123.5000000;124.5000000;6
MOEX.SBER:SMAL;60;20220526;160000;125.0000000;125.4000000;125.0000000;125.4000000;3
MOEX.SBER:SMAL;60;20220527;130000;122.0000000;122.0000000;122.0000000;122.0000000;2
MOEX.SBER:SMAL;60;20220527;140000;121.3100000;121.3100000;121.3100000;121.3100000;3
MOEX.SBER:SMAL;60;20220527;170000;122.0000000;122.0000000;122.0000000;122.0000000;1
MOEX.SBER:SMAL;60;20220530;110000;122.0400000;122.0400000;122.0400000;122.0400000;1
MOEX.SBER:SMAL;60;20220530;130000;123.9700000;123.9700000;123.9700000;123.9700000;1
MOEX.SBER:SMAL;60;20220530;140000;122.0400000;122.0400000;121.4100000;121.4100000;6
MOEX.SBER:SMAL;60;20220530;150000;123.9700000;123.9800000;123.9600000;123.9600000;22
MOEX.SBER:SMAL;60;20220530;170000;121.0000000;121.0000000;120.8100000;120.8100000;2
MOEX.SBER:SMAL;60;20220530;190000;120.8100000;120.8100000;120.5100000;120.5100000;3
MOEX.SBER:SMAL;60;20220531;110000;118.5000000;118.5000000;118.5000000;118.5000000;1
MOEX.SBER:SMAL;60;20220531;120000;119.0000000;119.9700000;118.0000000;119.9700000;12
MOEX.SBER:SMAL;60;20220531;130000;118.3000000;118.3000000;118.3000000;118.3000000;1
MOEX.SBER:SMAL;60;20220531;150000;119.9700000;119.9700000;119.9700000;119.9700000;4
MOEX.SBER:SMAL;60;20220531;160000;120.7700000;120.7700000;120.7700000;120.7700000;2
MOEX.SBER:SMAL;60;20220531;170000;118.9000000;118.9000000;118.9000000;118.9000000;1
MOEX.SBER:SMAL;60;20220531;180000;117.8600000;117.8600000;117.8600000;117.8600000;4
MOEX.SBER:SMAL;60;20220601;120000;121.0000000;121.0000000;121.0000000;121.0000000;1
MOEX.SBER:SMAL;60;20220601;130000;120.0100000;120.0100000;120.0100000;120.0100000;5
MOEX.SBER:SMAL;60;20220601;150000;121.2900000;121.9000000;121.2900000;121.9000000;2
MOEX.SBER:SMAL;60;20220601;160000;121.0800000;121.5100000;121.0800000;121.5100000;20
MOEX.SBER:SMAL;60;20220601;170000;121.5100000;122.0800000;121.5100000;122.0800000;13
MOEX.SBER:SMAL;60;20220601;190000;122.8000000;122.8000000;122.8000000;122.8000000;3
MOEX.SBER:SMAL;60;20220602;110000;123.8900000;123.9600000;119.8200000;119.8200000;11
MOEX.SBER:SMAL;60;20220602;120000;118.8600000;122.9600000;118.8600000;122.9600000;13
MOEX.SBER:SMAL;60;20220602;130000;122.9700000;122.9700000;122.9700000;122.9700000;1
MOEX.SBER:SMAL;60;20220602;140000;119.1100000;119.9900000;118.8700000;118.8700000;13
MOEX.SBER:SMAL;60;20220602;150000;119.3500000;119.3500000;119.3500000;119.3500000;1
MOEX.SBER:SMAL;60;20220603;110000;120.0000000;123.9700000;119.5000000;119.5000000;3
MOEX.SBER:SMAL;60;20220603;120000;122.9200000;122.9200000;116.7800000;116.7800000;5
MOEX.SBER:SMAL;60;20220603;130000;117.9700000;117.9700000;117.9700000;117.9700000;1
MOEX.SBER:SMAL;60;20220603;140000;118.1000000;118.1000000;118.1000000;118.1000000;1
MOEX.SBER:SMAL;60;20220603;150000;117.0100000;118.1400000;117.0100000;118.1400000;4
MOEX.SBER:SMAL;60;20220603;170000;118.1400000;118.1400000;118.1400000;118.1400000;9
MOEX.SBER:SMAL;60;20220603;190000;118.1400000;118.6100000;118.1400000;118.6100000;8
MOEX.SBER:SMAL;60;20220606;110000;123.9400000;123.9400000;117.3200000;117.3200000;3
MOEX.SBER:SMAL;60;20220606;150000;120.4500000;120.4500000;118.7000000;118.7000000;14
MOEX.SBER:SMAL;60;20220606;170000;118.0600000;118.0600000;118.0600000;118.0600000;3
MOEX.SBER:SMAL;60;20220607;110000;120.4900000;120.4900000;120.4900000;120.4900000;2
MOEX.SBER:SMAL;60;20220607;130000;118.0000000;118.0000000;118.0000000;118.0000000;2
MOEX.SBER:SMAL;60;20220607;140000;118.0000000;118.0000000;117.5600000;117.5600000;2
MOEX.SBER:SMAL;60;20220607;180000;120.4900000;120.4900000;120.4900000;120.4900000;1
MOEX.SBER:SMAL;60;20220607;190000;120.4900000;120.4900000;120.4900000;120.4900000;1
MOEX.SBER:SMAL;60;20220608;110000;117.9600000;117.9600000;117.9600000;117.9600000;5
MOEX.SBER:SMAL;60;20220608;120000;120.5000000;121.5900000;120.5000000;121.5900000;7
MOEX.SBER:SMAL;60;20220608;130000;120.9900000;120.9900000;120.9900000;120.9900000;4
MOEX.SBER:SMAL;60;20220608;150000;123.9500000;123.9600000;120.4000000;120.4000000;6
MOEX.SBER:SMAL;60;20220608;170000;120.8700000;120.8700000;120.8700000;120.8700000;6
MOEX.SBER:SMAL;60;20220608;180000;121.9800000;121.9800000;121.9800000;121.9800000;1
MOEX.SBER:SMAL;60;20220609;110000;119.0000000;119.0000000;119.0000000;119.0000000;1
MOEX.SBER:SMAL;60;20220609;130000;117.4200000;117.4200000;117.4200000;117.4200000;1
MOEX.SBER:SMAL;60;20220610;110000;118.6000000;118.6000000;118.6000000;118.6000000;1
MOEX.SBER:SMAL;60;20220610;120000;117.7100000;117.7100000;117.7100000;117.7100000;8
MOEX.SBER:SMAL;60;20220610;130000;118.9900000;118.9900000;118.9900000;118.9900000;1
MOEX.SBER:SMAL;60;20220610;150000;117.5200000;117.5200000;117.5200000;117.5200000;2
MOEX.SBER:SMAL;60;20220610;170000;118.3000000;118.3000000;118.2000000;118.2000000;2
MOEX.SBER:SMAL;60;20220614;110000;117.0100000;117.0100000;117.0100000;117.0100000;1
MOEX.SBER:SMAL;60;20220614;120000;118.5000000;119.0000000;118.5000000;119.0000000;10
MOEX.SBER:SMAL;60;20220614;130000;119.5000000;119.5000000;119.5000000;119.5000000;2
MOEX.SBER:SMAL;60;20220614;150000;119.0000000;119.0000000;119.0000000;119.0000000;1
MOEX.SBER:SMAL;60;20220614;160000;118.5200000;119.9900000;117.9900000;119.9900000;4
MOEX.SBER:SMAL;60;20220614;170000;118.2600000;118.2600000;118.2600000;118.2600000;1
MOEX.SBER:SMAL;60;20220615;120000;122.9600000;122.9600000;122.9600000;122.9600000;1
MOEX.SBER:SMAL;60;20220615;130000;120.1500000;120.1500000;120.1500000;120.1500000;1
MOEX.SBER:SMAL;60;20220615;140000;120.1500000;120.1500000;120.1500000;120.1500000;3
MOEX.SBER:SMAL;60;20220615;160000;120.1500000;120.1500000;120.1500000;120.1500000;1
MOEX.SBER:SMAL;60;20220616;110000;122.2500000;124.8900000;122.2500000;124.8900000;3
MOEX.SBER:SMAL;60;20220616;120000;122.9000000;122.9000000;122.5900000;122.5900000;4
MOEX.SBER:SMAL;60;20220616;140000;121.5100000;121.5100000;121.5100000;121.5100000;2
MOEX.SBER:SMAL;60;20220616;150000;122.0000000;122.0000000;122.0000000;122.0000000;4
MOEX.SBER:SMAL;60;20220616;160000;122.8000000;123.1900000;122.8000000;123.0000000;4
MOEX.SBER:SMAL;60;20220616;190000;123.5800000;123.5800000;123.5800000;123.5800000;5
MOEX.SBER:SMAL;60;20220617;120000;124.0000000;124.0000000;123.0000000;124.0000000;4
MOEX.SBER:SMAL;60;20220617;160000;124.0000000;124.0000000;122.3300000;122.3300000;8
MOEX.SBER:SMAL;60;20220617;170000;124.0000000;124.0000000;124.0000000;124.0000000;2
MOEX.SBER:SMAL;60;20220617;180000;124.5900000;124.5900000;124.5900000;124.5900000;1
MOEX.SBER:SMAL;60;20220617;190000;123.9200000;123.9200000;123.3100000;123.3100000;4
MOEX.SBER:SMAL;60;20220620;110000;125.0000000;125.0000000;123.0000000;124.7800000;10
MOEX.SBER:SMAL;60;20220620;120000;123.8900000;123.8900000;123.5100000;123.5100000;4
MOEX.SBER:SMAL;60;20220620;130000;124.9900000;124.9900000;124.9900000;124.9900000;2
MOEX.SBER:SMAL;60;20220620;150000;124.7200000;124.9900000;124.7200000;124.9900000;10
MOEX.SBER:SMAL;60;20220620;160000;125.5800000;125.5900000;125.5800000;125.5900000;12
MOEX.SBER:SMAL;60;20220620;170000;125.5900000;125.8900000;125.5900000;125.8900000;3
MOEX.SBER:SMAL;60;20220620;180000;125.5000000;127.2900000;125.5000000;127.2900000;20
MOEX.SBER:SMAL;60;20220620;190000;127.8300000;131.0900000;127.8300000;130.0100000;13
MOEX.SBER:SMAL;60;20220621;110000;130.0000000;130.0100000;129.6000000;129.6000000;5
MOEX.SBER:SMAL;60;20220621;130000;128.8900000;129.0000000;128.8900000;129.0000000;5
MOEX.SBER:SMAL;60;20220621;180000;130.0000000;130.0000000;130.0000000;130.0000000;1
MOEX.SBER:SMAL;60;20220621;190000;129.2100000;129.2100000;129.2000000;129.2000000;2
MOEX.SBER:SMAL;60;20220622;110000;129.0000000;129.0000000;129.0000000;129.0000000;2
MOEX.SBER:SMAL;60;20220622;130000;130.8000000;130.8000000;130.8000000;130.8000000;1
MOEX.SBER:SMAL;60;20220622;140000;130.7000000;130.7000000;130.7000000;130.7000000;1
MOEX.SBER:SMAL;60;20220622;150000;130.0100000;130.0100000;130.0100000;130.0100000;1
MOEX.SBER:SMAL;60;20220622;170000;130.0000000;130.3900000;130.0000000;130.3900000;12
MOEX.SBER:SMAL;60;20220622;190000;131.7800000;132.3600000;131.7800000;132.3600000;2
MOEX.SBER:SMAL;60;20220623;110000;125.0100000;136.4700000;122.8400000;136.4700000;70
MOEX.SBER:SMAL;60;20220623;130000;136.7700000;136.7700000;136.7700000;136.7700000;2
MOEX.SBER:SMAL;60;20220623;140000;136.7800000;137.4800000;136.7800000;137.4800000;6
MOEX.SBER:SMAL;60;20220623;160000;138.2700000;138.2700000;138.2700000;138.2700000;4
MOEX.SBER:SMAL;60;20220623;170000;137.1000000;137.1000000;137.1000000;137.1000000;1
MOEX.SBER:SMAL;60;20220623;180000;135.8000000;135.8000000;135.8000000;135.8000000;1
MOEX.SBER:SMAL;60;20220624;110000;136.4000000;137.0000000;136.4000000;136.4000000;11
MOEX.SBER:SMAL;60;20220624;130000;137.0000000;137.0000000;137.0000000;137.0000000;1
MOEX.SBER:SMAL;60;20220624;160000;136.7800000;136.7800000;136.0000000;136.0000000;5
MOEX.SBER:SMAL;60;20220624;170000;137.1900000;137.1900000;137.1900000;137.1900000;2
MOEX.SBER:SMAL;60;20220624;190000;137.0000000;137.3100000;135.5100000;137.3100000;10
MOEX.SBER:SMAL;60;20220627;110000;138.4900000;138.4900000;138.4900000;138.4900000;1
MOEX.SBER:SMAL;60;20220627;120000;139.8700000;140.0000000;139.6500000;139.6500000;8
MOEX.SBER:SMAL;60;20220627;130000;139.5500000;140.4100000;139.5500000;140.4100000;19
MOEX.SBER:SMAL;60;20220627;140000;140.0000000;141.9500000;140.0000000;140.0500000;7
MOEX.SBER:SMAL;60;20220627;150000;140.5000000;140.5000000;140.5000000;140.5000000;1
MOEX.SBER:SMAL;60;20220627;160000;141.0900000;141.9500000;141.0900000;141.9500000;5
MOEX.SBER:SMAL;60;20220627;190000;141.3900000;141.3900000;141.3900000;141.3900000;7
MOEX.SBER:SMAL;60;20220628;120000;139.5000000;139.5000000;135.5000000;137.7300000;115
MOEX.SBER:SMAL;60;20220628;130000;137.9900000;137.9900000;137.2400000;137.2400000;7
MOEX.SBER:SMAL;60;20220628;150000;139.5000000;139.5000000;139.5000000;139.5000000;1
MOEX.SBER:SMAL;60;20220628;160000;140.0000000;140.0000000;140.0000000;140.0000000;4
MOEX.SBER:SMAL;60;20220628;170000;140.0000000;140.0000000;140.0000000;140.0000000;1
MOEX.SBER:SMAL;60;20220628;180000;140.7000000;140.7000000;140.7000000;140.7000000;1
MOEX.SBER:SMAL;60;20220629;130000;137.1100000;137.1100000;137.1100000;137.1100000;1
MOEX.SBER:SMAL;60;20220629;150000;137.5000000;137.5000000;136.7100000;136.7100000;9
MOEX.SBER:SMAL;60;20220629;160000;136.7000000;136.7000000;134.4600000;135.0000000;21
MOEX.SBER:SMAL;60;20220629;170000;138.8700000;138.8700000;138.8700000;138.8700000;1
MOEX.SBER:SMAL;60;20220629;180000;135.0400000;135.0400000;135.0000000;135.0000000;2
MOEX.SBER:SMAL;60;20220629;190000;134.6000000;134.6000000;134.4900000;134.4900000;22
MOEX.SBER:SMAL;60;20220630;110000;133.0100000;133.0100000;127.2800000;127.2800000;6
MOEX.SBER:SMAL;60;20220630;120000;127.5000000;127.5000000;127.0000000;127.0000000;9
MOEX.SBER:SMAL;60;20220630;130000;126.6700000;127.5000000;126.0100000;126.0100000;10
MOEX.SBER:SMAL;60;20220630;170000;129.9900000;129.9900000;126.0100000;126.0100000;17
MOEX.SBER:SMAL;60;20220630;190000;126.1000000;126.1000000;125.0000000;125.4900000;5
MOEX.SBER:SMAL;60;20220701;130000;128.0000000;128.0000000;128.0000000;128.0000000;1
MOEX.SBER:SMAL;60;20220701;160000;128.0300000;128.0300000;128.0300000;128.0300000;6
MOEX.SBER:SMAL;60;20220701;170000;132.0000000;135.6300000;132.0000000;133.0000000;11
MOEX.SBER:SMAL;60;20220701;190000;131.0000000;133.0000000;131.0000000;133.0000000;7
MOEX.SBER:SMAL;60;20220704;120000;129.1700000;129.1700000;127.8300000;127.8300000;20
MOEX.SBER:SMAL;60;20220704;130000;128.3300000;128.6700000;128.3300000;128.6700000;4
MOEX.SBER:SMAL;60;20220704;140000;128.5700000;128.5700000;128.5400000;128.5400000;22
MOEX.SBER:SMAL;60;20220704;160000;127.8800000;127.8800000;127.8100000;127.8100000;4
MOEX.SBER:SMAL;60;20220704;190000;131.4000000;131.4000000;131.4000000;131.4000000;1
MOEX.SBER:SMAL;60;20220705;110000;132.7800000;132.7800000;131.5200000;131.5200000;3
MOEX.SBER:SMAL;60;20220705;120000;133.4000000;133.4000000;133.4000000;133.4000000;2
MOEX.SBER:SMAL;60;20220705;140000;133.5100000;134.0600000;133.5100000;134.0600000;4
MOEX.SBER:SMAL;60;20220705;150000;135.4200000;135.4200000;135.4200000;135.4200000;1
MOEX.SBER:SMAL;60;20220705;160000;134.0900000;134.0900000;134.0900000;134.0900000;2
MOEX.SBER:SMAL;60;20220705;170000;135.5100000;135.5100000;135.5100000;135.5100000;1
MOEX.SBER:SMAL;60;20220705;180000;132.5500000;133.9000000;132.5500000;133.9000000;6
MOEX.SBER:SMAL;60;20220705;190000;133.2000000;133.2000000;133.2000000;133.2000000;1
MOEX.SBER:SMAL;60;20220706;110000;135.7900000;138.6300000;135.0000000;135.0000000;12
MOEX.SBER:SMAL;60;20220706;120000;136.3000000;138.6300000;134.8200000;134.8200000;31
MOEX.SBER:SMAL;60;20220706;170000;137.9900000;137.9900000;137.9900000;137.9900000;2
MOEX.SBER:SMAL;60;20220707;110000;139.1600000;139.1600000;134.0000000;134.0000000;7
MOEX.SBER:SMAL;60;20220707;170000;133.1200000;133.1200000;133.1200000;133.1200000;1
MOEX.SBER:SMAL;60;20220707;180000;134.3000000;134.3000000;134.3000000;134.3000000;1
MOEX.SBER:SMAL;60;20220707;190000;134.4800000;134.4800000;134.4800000;134.4800000;1
MOEX.SBER:SMAL;60;20220708;110000;133.9900000;134.4900000;133.9900000;134.4900000;5
MOEX.SBER:SMAL;60;20220708;120000;131.5400000;131.8000000;131.3200000;131.4000000;12
MOEX.SBER:SMAL;60;20220708;150000;131.3800000;131.3800000;131.3800000;131.3800000;2
MOEX.SBER:SMAL;60;20220708;160000;132.5000000;132.9800000;132.5000000;132.9800000;6
MOEX.SBER:SMAL;60;20220708;180000;132.7900000;132.7900000;132.7900000;132.7900000;1
MOEX.SBER:SMAL;60;20220711;110000;134.9800000;134.9800000;130.0500000;130.0500000;9
MOEX.SBER:SMAL;60;20220711;120000;132.7800000;132.7800000;130.3100000;131.0100000;10
MOEX.SBER:SMAL;60;20220711;130000;129.8300000;129.8300000;129.2800000;129.2800000;10
MOEX.SBER:SMAL;60;20220711;140000;129.2700000;129.2700000;129.0100000;129.0100000;5
MOEX.SBER:SMAL;60;20220711;150000;128.5200000;130.9800000;128.0000000;130.9800000;6
MOEX.SBER:SMAL;60;20220711;180000;127.7000000;129.0000000;127.5500000;129.0000000;11
MOEX.SBER:SMAL;60;20220711;190000;130.9700000;130.9700000;126.8800000;126.8800000;5
MOEX.SBER:SMAL;60;20220712;120000;126.2500000;126.2500000;126.2500000;126.2500000;1
MOEX.SBER:SMAL;60;20220712;150000;128.3400000;128.3400000;126.8000000;126.8000000;4
MOEX.SBER:SMAL;60;20220712;160000;126.0900000;126.0900000;126.0900000;126.0900000;4
MOEX.SBER:SMAL;60;20220712;170000;128.0000000;128.0000000;128.0000000;128.0000000;1
MOEX.SBER:SMAL;60;20220712;180000;128.8900000;128.8900000;128.8900000;128.8900000;1
MOEX.SBER:SMAL;60;20220712;190000;128.7100000;129.0100000;128.6000000;129.0100000;9
MOEX.SBER:SMAL;60;20220713;120000;130.0700000;130.0700000;130.0700000;130.0700000;1
MOEX.SBER:SMAL;60;20220713;150000;126.2600000;126.2600000;125.6400000;125.6400000;5
MOEX.SBER:SMAL;60;20220713;160000;128.9700000;128.9700000;128.9700000;128.9700000;1
MOEX.SBER:SMAL;60;20220713;180000;125.7200000;127.0000000;125.5300000;127.0000000;7
MOEX.SBER:SMAL;60;20220713;190000;125.5200000;125.5200000;125.5200000;125.5200000;3
MOEX.SBER:SMAL;60;20220714;150000;126.0600000;126.0600000;125.7800000;125.7800000;2
MOEX.SBER:SMAL;60;20220715;110000;125.9000000;125.9000000;125.9000000;125.9000000;2
MOEX.SBER:SMAL;60;20220715;120000;125.9900000;125.9900000;125.9900000;125.9900000;1
MOEX.SBER:SMAL;60;20220715;130000;125.1400000;125.1400000;125.1400000;125.1400000;7
MOEX.SBER:SMAL;60;20220715;150000;125.1700000;125.1700000;125.1700000;125.1700000;2
MOEX.SBER:SMAL;60;20220715;160000;128.0000000;128.0000000;128.0000000;128.0000000;2
MOEX.SBER:SMAL;60;20220715;170000;128.5000000;128.5000000;128.5000000;128.5000000;1
MOEX.SBER:SMAL;60;20220715;180000;129.4900000;129.4900000;129.4900000;129.4900000;1
MOEX.SBER:SMAL;60;20220718;160000;127.5000000;127.5000000;127.1400000;127.1400000;2
MOEX.SBER:SMAL;60;20220719;130000;126.5100000;126.5100000;126.5100000;126.5100000;1
MOEX.SBER:SMAL;60;20220719;150000;125.8000000;125.8000000;125.8000000;125.8000000;2
MOEX.SBER:SMAL;60;20220719;190000;126.4800000;126.4800000;126.4800000;126.4800000;1
MOEX.SBER:SMAL;60;20220720;110000;128.6000000;128.6000000;128.6000000;128.6000000;1
MOEX.SBER:SMAL;60;20220720;140000;127.4700000;127.4700000;127.4700000;127.4700000;3
MOEX.SBER:SMAL;60;20220720;180000;127.4700000;127.4700000;127.4100000;127.4100000;10
MOEX.SBER:SMAL;60;20220720;190000;127.4100000;127.4100000;126.6500000;126.6500000;10
MOEX.SBER:SMAL;60;20220721;120000;124.0800000;124.0800000;123.3900000;123.7900000;9
MOEX.SBER:SMAL;60;20220721;130000;123.8000000;123.8000000;123.8000000;123.8000000;4
MOEX.SBER:SMAL;60;20220721;140000;125.5000000;126.1900000;124.3300000;126.1900000;3
MOEX.SBER:SMAL;60;20220721;160000;123.4100000;123.4100000;123.4100000;123.4100000;2
MOEX.SBER:SMAL;60;20220721;170000;123.7800000;123.7800000;123.7800000;123.7800000;3
MOEX.SBER:SMAL;60;20220721;180000;124.1400000;125.4900000;124.1400000;125.4900000;2
MOEX.SBER:SMAL;60;20220721;190000;125.4000000;125.4000000;125.4000000;125.4000000;1
MOEX.SBER:SMAL;60;20220722;120000;125.8100000;125.8100000;125.8100000;125.8100000;6
MOEX.SBER:SMAL;60;20220722;130000;125.8700000;125.8700000;125.8700000;125.8700000;9
MOEX.SBER:SMAL;60;20220722;140000;127.9800000;128.1900000;126.5100000;126.5100000;12
MOEX.SBER:SMAL;60;20220722;150000;126.5000000;126.5000000;125.8100000;125.8100000;2
MOEX.SBER:SMAL;60;20220722;180000;125.8000000;125.8000000;125.8000000;125.8000000;1
MOEX.SBER:SMAL;60;20220725;110000;126.5000000;127.6000000;126.0000000;127.6000000;6
MOEX.SBER:SMAL;60;20220725;120000;128.5000000;129.5200000;126.5100000;129.5200000;17
MOEX.SBER:SMAL;60;20220725;140000;127.7900000;127.7900000;127.7900000;127.7900000;18
MOEX.SBER:SMAL;60;20220725;160000;127.7800000;130.7800000;127.7800000;130.7800000;12
MOEX.SBER:SMAL;60;20220725;170000;127.1100000;127.1100000;127.1100000;127.1100000;6
MOEX.SBER:SMAL;60;20220725;180000;130.9900000;130.9900000;130.9800000;130.9800000;2
MOEX.SBER:SMAL;60;20220726;110000;130.0000000;130.0000000;127.7300000;127.7300000;6
MOEX.SBER:SMAL;60;20220726;120000;132.3000000;132.7800000;132.3000000;132.7800000;2
MOEX.SBER:SMAL;60;20220726;130000;131.0100000;131.0100000;131.0100000;131.0100000;2
MOEX.SBER:SMAL;60;20220726;150000;131.5000000;131.5000000;131.0800000;131.0800000;2
MOEX.SBER:SMAL;60;20220726;180000;130.5000000;130.5000000;130.5000000;130.5000000;1
MOEX.SBER:SMAL;60;20220726;190000;132.4800000;132.4800000;132.4800000;132.4800000;1
MOEX.SBER:SMAL;60;20220727;110000;132.9800000;135.7700000;132.9800000;135.7700000;7
MOEX.SBER:SMAL;60;20220727;140000;135.3900000;135.3900000;135.3900000;135.3900000;2
MOEX.SBER:SMAL;60;20220727;160000;133.1200000;133.1200000;131.7800000;131.7800000;2
MOEX.SBER:SMAL;60;20220728;140000;132.4700000;132.4700000;132.4700000;132.4700000;3
MOEX.SBER:SMAL;60;20220728;150000;130.1700000;130.1700000;130.1700000;130.1700000;8
MOEX.SBER:SMAL;60;20220728;170000;130.2300000;130.2300000;130.2300000;130.2300000;2
MOEX.SBER:SMAL;60;20220728;190000;132.4900000;132.4900000;132.4900000;132.4900000;7
MOEX.SBER:SMAL;60;20220729;140000;131.8600000;131.8600000;131.8600000;131.8600000;1
MOEX.SBER:SMAL;60;20220729;150000;131.3400000;131.5000000;131.3400000;131.5000000;2
MOEX.SBER:SMAL;60;20220729;160000;129.8700000;129.8700000;129.8700000;129.8700000;10
MOEX.SBER:SMAL;60;20220729;180000;131.0000000;131.0000000;131.0000000;131.0000000;1
MOEX.SBER:SMAL;60;20220801;110000;130.1000000;130.1200000;130.1000000;130.1200000;5
MOEX.SBER:SMAL;60;20220801;120000;132.6700000;132.6700000;129.1500000;129.1500000;20
MOEX.SBER:SMAL;60;20220801;130000;132.6700000;132.6700000;132.6700000;132.6700000;3
MOEX.SBER:SMAL;60;20220801;160000;130.0000000;130.0000000;128.6800000;128.6800000;31
MOEX.SBER:SMAL;60;20220801;170000;128.7800000;128.7800000;128.7600000;128.7600000;7
MOEX.SBER:SMAL;60;20220801;180000;128.2800000;128.2800000;127.3700000;127.8600000;9
MOEX.SBER:SMAL;60;20220802;130000;129.9700000;129.9700000;129.9700000;129.9700000;1
MOEX.SBER:SMAL;60;20220802;140000;129.3000000;129.3000000;127.6600000;127.6600000;18
MOEX.SBER:SMAL;60;20220802;170000;127.2900000;127.2900000;126.0900000;126.0900000;4
MOEX.SBER:SMAL;60;20220802;180000;128.9600000;128.9600000;128.9600000;128.9600000;1
MOEX.SBER:SMAL;60;20220802;190000;128.8200000;128.8200000;126.4100000;126.4100000;8
MOEX.SBER:SMAL;60;20220803;110000;126.6800000;126.6800000;126.6800000;126.6800000;3
MOEX.SBER:SMAL;60;20220803;160000;126.8300000;128.9700000;126.8300000;128.9700000;3
MOEX.SBER:SMAL;60;20220803;170000;126.8200000;126.8200000;126.6900000;126.6900000;5
MOEX.SBER:SMAL;60;20220804;120000;129.9400000;129.9400000;129.9400000;129.9400000;7
MOEX.SBER:SMAL;60;20220804;130000;127.0200000;127.0200000;127.0200000;127.0200000;1
MOEX.SBER:SMAL;60;20220804;150000;127.0100000;127.0100000;127.0100000;127.0100000;1
MOEX.SBER:SMAL;60;20220804;160000;126.0200000;126.0200000;126.0200000;126.0200000;2
MOEX.SBER:SMAL;60;20220805;110000;124.7900000;124.7900000;124.7900000;124.7900000;1
MOEX.SBER:SMAL;60;20220805;120000;123.0100000;123.0100000;123.0100000;123.0100000;6
MOEX.SBER:SMAL;60;20220805;150000;122.7000000;122.7000000;122.0000000;122.0000000;12
MOEX.SBER:SMAL;60;20220805;160000;123.0100000;123.0100000;123.0100000;123.0100000;1
MOEX.SBER:SMAL;60;20220805;170000;122.0100000;122.0100000;122.0100000;122.0100000;2
MOEX.SBER:SMAL;60;20220805;180000;122.0100000;123.5000000;122.0100000;123.5000000;18
MOEX.SBER:SMAL;60;20220805;190000;123.5000000;123.5000000;123.5000000;123.5000000;7
MOEX.SBER:SMAL;60;20220808;110000;125.7000000;126.9700000;125.7000000;126.9700000;2
MOEX.SBER:SMAL;60;20220808;120000;126.9600000;126.9600000;124.0000000;124.0000000;10
MOEX.SBER:SMAL;60;20220808;140000;124.0000000;126.5700000;122.7900000;126.5700000;5
MOEX.SBER:SMAL;60;20220808;150000;121.8400000;121.8400000;121.8400000;121.8400000;2
MOEX.SBER:SMAL;60;20220808;160000;122.0100000;122.0100000;122.0000000;122.0000000;2
MOEX.SBER:SMAL;60;20220808;190000;125.7700000;125.7700000;120.5700000;120.6000000;41
MOEX.SBER:SMAL;60;20220809;130000;123.9800000;123.9800000;123.9800000;123.9800000;1
MOEX.SBER:SMAL;60;20220809;140000;123.8700000;123.8700000;123.5700000;123.5700000;14
MOEX.SBER:SMAL;60;20220809;150000;123.5700000;125.9800000;123.5700000;125.9800000;5
MOEX.SBER:SMAL;60;20220809;160000;125.9800000;125.9800000;125.9800000;125.9800000;1
MOEX.SBER:SMAL;60;20220809;190000;125.9300000;125.9800000;125.9300000;125.9800000;10
