<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MOEX.SBER:SMAL;60;20220810;130000;124.0800000;124.0800000;123.2100000;123.2100000;15
MOEX.SBER:SMAL;60;20220810;150000;124.0200000;124.0200000;123.7900000;123.7900000;2
MOEX.SBER:SMAL;60;20220810;160000;123.7900000;123.7900000;123.7900000;123.7900000;2
MOEX.SBER:SMAL;60;20220811;120000;126.2600000;126.2600000;126.2600000;126.2600000;9
MOEX.SBER:SMAL;60;20220811;130000;127.6900000;127.6900000;127.6900000;127.6900000;2
MOEX.SBER:SMAL;60;20220811;150000;125.0000000;125.0000000;125.0000000;125.0000000;1
MOEX.SBER:SMAL;60;20220811;160000;125.0000000;126.9800000;125.0000000;126.9800000;6
MOEX.SBER:SMAL;60;20220811;180000;124.1600000;124.1600000;123.7900000;123.7900000;20
MOEX.SBER:SMAL;60;20220811;190000;123.7900000;123.7900000;123.5800000;123.5800000;10
MOEX.SBER:SMAL;60;20220812;130000;125.5300000;125.9300000;125.5300000;125.9300000;3
MOEX.SBER:SMAL;60;20220812;150000;123.0800000;123.0800000;121.8600000;121.8600000;3
MOEX.SBER:SMAL;60;20220812;160000;121.7800000;121.7800000;121.2100000;121.2100000;2
MOEX.SBER:SMAL;60;20220812;180000;124.9800000;125.4800000;121.7800000;121.7800000;12
MOEX.SBER:SMAL;60;20220815;140000;121.9000000;121.9000000;121.9000000;121.9000000;5
MOEX.SBER:SMAL;60;20220815;150000;123.7400000;123.7400000;123.7400000;123.7400000;4
MOEX.SBER:SMAL;60;20220815;160000;122.9900000;122.9900000;122.0700000;122.0700000;2
MOEX.SBER:SMAL;60;20220815;170000;124.7800000;124.7800000;124.7800000;124.7800000;1
MOEX.SBER:SMAL;60;20220815;180000;124.8700000;124.8700000;124.8700000;124.8700000;1
MOEX.SBER:SMAL;60;20220816;120000;125.9800000;125.9800000;125.9800000;125.9800000;1
MOEX.SBER:SMAL;60;20220816;130000;126.9800000;126.9800000;126.9800000;126.9800000;1
MOEX.SBER:SMAL;60;20220816;160000;125.1400000;125.1400000;125.0800000;125.0800000;2
MOEX.SBER:SMAL;60;20220817;110000;126.6000000;127.0700000;126.6000000;127.0700000;15
MOEX.SBER:SMAL;60;20220817;120000;124.4300000;126.1000000;124.4300000;126.1000000;11
MOEX.SBER:SMAL;60;20220817;150000;126.1000000;126.1000000;125.6500000;125.6500000;2
MOEX.SBER:SMAL;60;20220817;160000;124.4300000;124.4300000;124.4300000;124.4300000;2
MOEX.SBER:SMAL;60;20220817;170000;124.4300000;124.4300000;124.4300000;124.4300000;7
MOEX.SBER:SMAL;60;20220818;110000;124.4900000;124.4900000;124.4900000;124.4900000;1
MOEX.SBER:SMAL;60;20220818;140000;123.4100000;123.4100000;123.4100000;123.4100000;4
MOEX.SBER:SMAL;60;20220818;170000;123.4100000;123.4100000;123.4100000;123.4100000;1
MOEX.SBER:SMAL;60;20220818;180000;125.1300000;125.1300000;125.1300000;125.1300000;1
MOEX.SBER:SMAL;60;20220818;190000;125.1300000;125.1300000;124.6100000;124.6100000;18
MOEX.SBER:SMAL;60;20220819;130000;123.8300000;127.9500000;123.8200000;127.9500000;8
MOEX.SBER:SMAL;60;20220819;150000;127.8400000;127.8400000;127.8400000;127.8400000;2
MOEX.SBER:SMAL;60;20220819;160000;124.3700000;126.9900000;124.3700000;126.9900000;3
MOEX.SBER:SMAL;60;20220822;130000;127.9300000;127.9500000;127.9300000;127.9500000;2
MOEX.SBER:SMAL;60;20220822;150000;124.6600000;124.6600000;124.1000000;124.1000000;2
MOEX.SBER:SMAL;60;20220822;160000;124.3000000;124.3000000;122.7900000;122.7900000;8
MOEX.SBER:SMAL;60;20220822;170000;123.9000000;123.9000000;122.7900000;122.7900000;8
MOEX.SBER:SMAL;60;20220823;110000;124.0000000;124.0000000;123.5100000;123.5100000;7
MOEX.SBER:SMAL;60;20220823;120000;128.9800000;128.9800000;128.9800000;128.9800000;1
MOEX.SBER:SMAL;60;20220823;130000;129.5000000;129.5000000;129.5000000;129.5000000;1
MOEX.SBER:SMAL;60;20220823;140000;126.9900000;126.9900000;126.2100000;126.2100000;6
MOEX.SBER:SMAL;60;20220823;150000;126.9900000;126.9900000;126.9900000;126.9900000;2
MOEX.SBER:SMAL;60;20220823;160000;128.0000000;128.0000000;128.0000000;128.0000000;8
MOEX.SBER:SMAL;60;20220823;180000;129.8900000;129.8900000;129.8900000;129.8900000;8
MOEX.SBER:SMAL;60;20220823;190000;129.9300000;129.9300000;129.9300000;129.9300000;1
MOEX.SBER:SMAL;60;20220824;110000;130.6000000;130.6000000;129.9300000;129.9300000;2
MOEX.SBER:SMAL;60;20220824;140000;130.9500000;130.9500000;130.9500000;130.9500000;5
MOEX.SBER:SMAL;60;20220824;160000;129.7000000;129.7000000;127.7800000;127.7800000;4
MOEX.SBER:SMAL;60;20220825;110000;125.5900000;128.0000000;125.5900000;128.0000000;22
MOEX.SBER:SMAL;60;20220825;120000;125.8100000;129.5000000;125.8100000;128.0100000;11
MOEX.SBER:SMAL;60;20220825;150000;128.0000000;128.0000000;128.0000000;128.0000000;1
MOEX.SBER:SMAL;60;20220825;160000;127.0000000;127.0000000;124.3300000;124.3300000;4
MOEX.SBER:SMAL;60;20220825;180000;127.9900000;127.9900000;127.9900000;127.9900000;1
MOEX.SBER:SMAL;60;20220826;150000;127.0100000;128.8500000;127.0100000;128.8500000;5
MOEX.SBER:SMAL;60;20220826;180000;130.0000000;130.0000000;130.0000000;130.0000000;1
MOEX.SBER:SMAL;60;20220826;190000;130.0000000;130.0000000;130.0000000;130.0000000;2
MOEX.SBER:SMAL;60;20220829;110000;130.5000000;132.6100000;130.5000000;132.6100000;6
MOEX.SBER:SMAL;60;20220829;150000;130.0100000;130.0100000;130.0000000;130.0000000;2
MOEX.SBER:SMAL;60;20220829;170000;130.7400000;130.7400000;130.7400000;130.7400000;1
MOEX.SBER:SMAL;60;20220830;110000;131.0000000;131.9800000;131.0000000;131.7500000;8
MOEX.SBER:SMAL;60;20220830;120000;131.7500000;131.7500000;131.5100000;131.5100000;6
MOEX.SBER:SMAL;60;20220830;140000;131.7000000;131.7000000;131.7000000;131.7000000;7
MOEX.SBER:SMAL;60;20220830;150000;131.7100000;132.2600000;131.5200000;132.2600000;4
MOEX.SBER:SMAL;60;20220830;160000;131.5100000;131.5100000;131.0000000;131.0000000;6
MOEX.SBER:SMAL;60;20220830;170000;129.0100000;129.0100000;129.0100000;129.0100000;1
MOEX.SBER:SMAL;60;20220831;110000;126.5500000;137.0000000;126.5500000;136.5000000;24
MOEX.SBER:SMAL;60;20220831;120000;136.5000000;136.5000000;134.5000000;134.5000000;9
MOEX.SBER:SMAL;60;20220831;160000;132.1700000;132.1700000;132.1700000;132.1700000;2
MOEX.SBER:SMAL;60;20220831;170000;134.1000000;137.0600000;134.1000000;137.0600000;2
MOEX.SBER:SMAL;60;20220831;180000;137.0600000;137.0600000;137.0600000;137.0600000;4
MOEX.SBER:SMAL;60;20220901;120000;134.9200000;134.9200000;134.9200000;134.9200000;1
MOEX.SBER:SMAL;60;20220901;130000;132.1400000;133.1900000;132.1400000;132.1500000;6
MOEX.SBER:SMAL;60;20220901;140000;133.5000000;133.5000000;133.5000000;133.5000000;5
MOEX.SBER:SMAL;60;20220901;180000;133.4700000;136.1200000;133.4700000;136.1200000;17
MOEX.SBER:SMAL;60;20220901;190000;136.2000000;137.1900000;136.2000000;137.1900000;3
MOEX.SBER:SMAL;60;20220902;110000;132.0000000;138.0600000;132.0000000;138.0600000;9
MOEX.SBER:SMAL;60;20220902;120000;139.0000000;139.0000000;138.5000000;138.5000000;2
MOEX.SBER:SMAL;60;20220902;130000;138.0300000;139.4900000;138.0300000;139.4900000;6
MOEX.SBER:SMAL;60;20220902;140000;139.5000000;144.0000000;139.5000000;144.0000000;34
MOEX.SBER:SMAL;60;20220902;150000;142.0100000;142.0100000;142.0100000;142.0100000;5
MOEX.SBER:SMAL;60;20220902;160000;144.5000000;144.5000000;142.0000000;142.0000000;7
MOEX.SBER:SMAL;60;20220902;170000;141.9500000;142.5000000;141.5100000;142.5000000;12
MOEX.SBER:SMAL;60;20220902;180000;142.0100000;143.0000000;142.0100000;143.0000000;8
MOEX.SBER:SMAL;60;20220902;190000;143.5000000;143.7500000;143.5000000;143.7500000;4
MOEX.SBER:SMAL;60;20220905;110000;142.5000000;143.5000000;140.0000000;141.0000000;18
MOEX.SBER:SMAL;60;20220905;120000;140.5000000;141.0000000;139.5000000;139.5000000;6
MOEX.SBER:SMAL;60;20220905;130000;140.0000000;140.0000000;140.0000000;140.0000000;1
MOEX.SBER:SMAL;60;20220905;140000;139.5200000;139.5200000;139.5000000;139.5000000;2
MOEX.SBER:SMAL;60;20220905;150000;140.0000000;141.4100000;140.0000000;141.4100000;8
MOEX.SBER:SMAL;60;20220905;160000;141.5000000;141.5000000;141.5000000;141.5000000;1
MOEX.SBER:SMAL;60;20220905;170000;141.9000000;141.9000000;141.5000000;141.5000000;4
MOEX.SBER:SMAL;60;20220905;180000;142.0000000;142.0900000;142.0000000;142.0900000;2
MOEX.SBER:SMAL;60;20220905;190000;141.5100000;141.5100000;141.5000000;141.5000000;2
MOEX.SBER:SMAL;60;20220906;120000;143.7400000;143.7400000;138.2900000;138.2900000;4
MOEX.SBER:SMAL;60;20220906;140000;139.8900000;139.8900000;138.8700000;139.3100000;4
MOEX.SBER:SMAL;60;20220906;150000;139.5000000;139.5000000;137.5000000;137.5000000;19
MOEX.SBER:SMAL;60;20220906;170000;137.0000000;137.0000000;136.5000000;136.5000000;2
MOEX.SBER:SMAL;60;20220906;190000;137.0000000;137.0000000;122.8900000;132.3300000;104
MOEX.SBER:SMAL;60;20220907;110000;135.0300000;138.0000000;135.0100000;138.0000000;29
MOEX.SBER:SMAL;60;20220907;120000;137.9600000;138.0000000;137.0000000;137.0000000;20
MOEX.SBER:SMAL;60;20220907;140000;136.5200000;137.4900000;135.0000000;135.0000000;2362
MOEX.SBER:SMAL;60;20220907;150000;135.0500000;137.5000000;135.0500000;137.4700000;12
MOEX.SBER:SMAL;60;20220907;160000;137.1400000;138.0000000;136.1500000;138.0000000;15
MOEX.SBER:SMAL;60;20220907;170000;138.4500000;138.5000000;138.4500000;138.5000000;3
MOEX.SBER:SMAL;60;20220907;180000;137.5000000;137.5300000;137.0000000;137.5300000;5
MOEX.SBER:SMAL;60;20220907;190000;137.0100000;137.0100000;136.0000000;136.0000000;586
MOEX.SBER:SMAL;60;20220908;110000;133.6300000;133.6300000;133.3300000;133.3300000;5
MOEX.SBER:SMAL;60;20220908;130000;135.4400000;135.4400000;135.4400000;135.4400000;1
MOEX.SBER:SMAL;60;20220908;140000;135.9500000;136.3500000;135.9500000;136.3500000;3
MOEX.SBER:SMAL;60;20220908;150000;136.3500000;136.4800000;136.3500000;136.4800000;5
MOEX.SBER:SMAL;60;20220908;160000;136.0000000;136.9900000;134.5000000;135.0000000;20
MOEX.SBER:SMAL;60;20220908;190000;134.4100000;134.9400000;133.7800000;134.9400000;518
MOEX.SBER:SMAL;60;20220909;110000;135.6200000;137.9200000;134.5000000;134.5000000;11
MOEX.SBER:SMAL;60;20220909;120000;135.0000000;137.9200000;135.0000000;137.9200000;15
MOEX.SBER:SMAL;60;20220909;130000;136.0000000;136.5000000;136.0000000;136.5000000;2
MOEX.SBER:SMAL;60;20220909;140000;136.0000000;136.0000000;135.5000000;135.5000000;2
MOEX.SBER:SMAL;60;20220909;150000;135.0000000;135.0000000;132.8400000;135.0000000;20
MOEX.SBER:SMAL;60;20220909;160000;135.0000000;135.0000000;135.0000000;135.0000000;3
MOEX.SBER:SMAL;60;20220909;170000;134.5000000;136.4300000;133.7700000;136.4300000;14
MOEX.SBER:SMAL;60;20220909;180000;136.5000000;138.0000000;136.5000000;138.0000000;27
MOEX.SBER:SMAL;60;20220909;190000;137.0000000;137.5000000;136.0000000;137.5000000;437
MOEX.SBER:SMAL;60;20220912;110000;136.8500000;138.3900000;134.5000000;138.3900000;7
MOEX.SBER:SMAL;60;20220912;120000;139.0000000;139.0000000;139.0000000;139.0000000;2
MOEX.SBER:SMAL;60;20220912;140000;138.5000000;138.5000000;138.0100000;138.0100000;6
MOEX.SBER:SMAL;60;20220912;150000;138.0000000;138.5000000;137.5000000;138.5000000;4
MOEX.SBER:SMAL;60;20220912;160000;139.0000000;139.0000000;139.0000000;139.0000000;1
MOEX.SBER:SMAL;60;20220912;170000;138.5000000;138.5000000;138.5000000;138.5000000;1
MOEX.SBER:SMAL;60;20220912;180000;138.0000000;138.5000000;137.0800000;138.5000000;6
MOEX.SBER:SMAL;60;20220912;190000;138.5000000;139.0000000;137.5000000;137.5000000;78
MOEX.SBER:SMAL;60;20220912;200000;135.7800000;135.7800000;135.7800000;135.7800000;4
MOEX.SBER:SMAL;60;20220913;000000;137.4600000;137.4600000;137.4600000;137.4600000;1
MOEX.SBER:SMAL;60;20220913;110000;138.0000000;140.0000000;137.5100000;137.5100000;13
MOEX.SBER:SMAL;60;20220913;130000;137.5200000;138.5000000;137.5100000;138.5000000;5
MOEX.SBER:SMAL;60;20220913;140000;138.0000000;139.0000000;137.0300000;137.5100000;12
MOEX.SBER:SMAL;60;20220913;150000;138.5000000;138.5000000;138.0000000;138.0000000;6
MOEX.SBER:SMAL;60;20220913;160000;138.5000000;139.0000000;136.0000000;136.0000000;51
MOEX.SBER:SMAL;60;20220913;170000;136.0000000;137.0000000;135.5800000;137.0000000;11
MOEX.SBER:SMAL;60;20220913;180000;136.5000000;136.5000000;136.5000000;136.5000000;6
MOEX.SBER:SMAL;60;20220913;190000;136.0100000;137.4900000;136.0000000;137.4900000;1306
MOEX.SBER:SMAL;60;20220914;110000;134.9300000;134.9300000;134.9300000;134.9300000;2
MOEX.SBER:SMAL;60;20220914;120000;134.9600000;134.9600000;134.9300000;134.9300000;16
MOEX.SBER:SMAL;60;20220914;130000;134.6300000;134.6300000;134.6300000;134.6300000;8
MOEX.SBER:SMAL;60;20220914;160000;137.5000000;137.5000000;137.5000000;137.5000000;4
MOEX.SBER:SMAL;60;20220914;180000;137.0000000;138.0000000;137.0000000;138.0000000;421
MOEX.SBER:SMAL;60;20220914;190000;138.5000000;138.5000000;138.5000000;138.5000000;2
MOEX.SBER:SMAL;60;20220914;210000;139.3000000;139.3000000;139.3000000;139.3000000;1
MOEX.SBER:SMAL;60;20220914;230000;138.0100000;138.0100000;138.0100000;138.0100000;1
MOEX.SBER:SMAL;60;20220915;110000;139.9800000;139.9800000;139.9800000;139.9800000;1
MOEX.SBER:SMAL;60;20220915;120000;139.0000000;139.5000000;138.0000000;138.0000000;9
MOEX.SBER:SMAL;60;20220915;130000;138.5000000;138.5000000;138.5000000;138.5000000;1
MOEX.SBER:SMAL;60;20220915;150000;137.7800000;138.0000000;137.1200000;138.0000000;15
MOEX.SBER:SMAL;60;20220915;160000;138.0000000;139.9000000;137.5000000;139.9000000;18
MOEX.SBER:SMAL;60;20220915;170000;137.6400000;137.6400000;137.6400000;137.6400000;2
MOEX.SBER:SMAL;60;20220915;180000;139.0100000;139.0100000;138.0000000;138.0000000;367
MOEX.SBER:SMAL;60;20220915;190000;138.5000000;139.3000000;138.0200000;139.3000000;9
MOEX.SBER:SMAL;60;20220916;000000;139.3000000;139.3000000;138.3100000;138.3100000;2
MOEX.SBER:SMAL;60;20220916;110000;137.9800000;137.9800000;137.9800000;137.9800000;4
MOEX.SBER:SMAL;60;20220916;120000;138.9800000;138.9900000;138.0100000;138.0100000;12
MOEX.SBER:SMAL;60;20220916;130000;139.0000000;140.5500000;139.0000000;140.0100000;21
MOEX.SBER:SMAL;60;20220916;140000;140.0100000;140.5500000;140.0000000;140.0000000;6
MOEX.SBER:SMAL;60;20220916;150000;139.5000000;139.5000000;138.5000000;138.5000000;3
MOEX.SBER:SMAL;60;20220916;160000;138.0100000;138.4900000;137.5000000;138.4900000;11
MOEX.SBER:SMAL;60;20220916;180000;138.0000000;138.4900000;138.0000000;138.4900000;6
MOEX.SBER:SMAL;60;20220916;190000;137.5000000;138.0000000;137.0000000;137.0000000;430
MOEX.SBER:SMAL;60;20220916;210000;139.2300000;139.2300000;139.2300000;139.2300000;1
MOEX.SBER:SMAL;60;20220916;220000;139.1800000;139.1800000;139.1800000;139.1800000;1
MOEX.SBER:SMAL;60;20220916;230000;139.1700000;139.1700000;139.1700000;139.1700000;1
MOEX.SBER:SMAL;60;20220919;110000;137.5000000;138.5000000;137.5000000;138.5000000;3
MOEX.SBER:SMAL;60;20220919;120000;138.0000000;138.0000000;137.5100000;137.5100000;3
MOEX.SBER:SMAL;60;20220919;130000;137.5100000;137.5100000;137.5100000;137.5100000;11
MOEX.SBER:SMAL;60;20220919;140000;138.4900000;138.4900000;138.4900000;138.4900000;3
MOEX.SBER:SMAL;60;20220919;150000;138.4800000;138.4800000;138.4800000;138.4800000;1
MOEX.SBER:SMAL;60;20220919;170000;137.5000000;137.5000000;137.0000000;137.0000000;2
MOEX.SBER:SMAL;60;20220919;190000;137.0400000;137.5000000;137.0000000;137.4500000;325
MOEX.SBER:SMAL;60;20220919;200000;139.0000000;139.0000000;139.0000000;139.0000000;1
MOEX.SBER:SMAL;60;20220920;120000;134.5300000;136.9000000;134.5300000;134.5900000;6
MOEX.SBER:SMAL;60;20220920;130000;137.5900000;137.5900000;134.6100000;137.5000000;31
MOEX.SBER:SMAL;60;20220920;140000;134.9600000;134.9600000;133.4900000;133.4900000;18
MOEX.SBER:SMAL;60;20220920;150000;131.5700000;131.5700000;131.5600000;131.5600000;3
MOEX.SBER:SMAL;60;20220920;160000;130.0000000;136.0000000;127.7300000;136.0000000;18
MOEX.SBER:SMAL;60;20220920;170000;132.0000000;132.0000000;127.9000000;127.9000000;3
MOEX.SBER:SMAL;60;20220920;190000;126.5300000;126.5300000;126.0000000;126.0000000;246
MOEX.SBER:SMAL;60;20220920;210000;128.8300000;128.8300000;123.0000000;123.0000000;7
MOEX.SBER:SMAL;60;20220921;110000;118.0100000;123.2300000;117.4400000;120.0000000;24
MOEX.SBER:SMAL;60;20220921;120000;123.0000000;125.5000000;119.0700000;121.8000000;19
MOEX.SBER:SMAL;60;20220921;130000;120.0000000;120.0000000;120.0000000;120.0000000;1
MOEX.SBER:SMAL;60;20220921;140000;124.3500000;124.3500000;118.0100000;118.0100000;2
MOEX.SBER:SMAL;60;20220921;150000;118.0100000;118.0100000;118.0100000;118.0100000;5
MOEX.SBER:SMAL;60;20220921;160000;120.2500000;124.9800000;120.0000000;124.9800000;5
MOEX.SBER:SMAL;60;20220921;170000;120.5000000;120.5000000;118.1100000;118.1100000;7
MOEX.SBER:SMAL;60;20220921;190000;118.9900000;120.9000000;118.0000000;120.9000000;293
MOEX.SBER:SMAL;60;20220921;220000;123.9700000;123.9700000;123.9700000;123.9700000;4
MOEX.SBER:SMAL;60;20220922;130000;124.9900000;124.9900000;123.5000000;123.5000000;2
MOEX.SBER:SMAL;60;20220922;140000;123.0000000;123.0000000;123.0000000;123.0000000;1
MOEX.SBER:SMAL;60;20220922;150000;122.5000000;122.5000000;120.5000000;122.5000000;25
MOEX.SBER:SMAL;60;20220922;160000;122.5100000;124.5000000;122.5000000;123.5000000;21
MOEX.SBER:SMAL;60;20220922;170000;124.0000000;125.9900000;124.0000000;125.9900000;3
MOEX.SBER:SMAL;60;20220922;180000;125.5000000;125.5000000;124.0000000;124.0000000;270
MOEX.SBER:SMAL;60;20220922;190000;124.5000000;125.0000000;124.5000000;124.5000000;3
MOEX.SBER:SMAL;60;20220922;200000;124.5000000;124.5000000;124.5000000;124.5000000;1
MOEX.SBER:SMAL;60;20220922;230000;124.0200000;124.0200000;124.0200000;124.0200000;1
MOEX.SBER:SMAL;60;20220923;110000;123.1000000;123.1000000;122.2900000;122.2900000;10
MOEX.SBER:SMAL;60;20220923;120000;122.2900000;122.2900000;118.6800000;118.6800000;4
MOEX.SBER:SMAL;60;20220923;130000;118.6800000;123.0000000;118.6800000;120.0000000;14
MOEX.SBER:SMAL;60;20220923;140000;119.5000000;119.5000000;117.4600000;117.4600000;19
MOEX.SBER:SMAL;60;20220923;150000;117.5000000;119.0000000;117.0000000;119.0000000;6
MOEX.SBER:SMAL;60;20220923;160000;118.5100000;119.5000000;118.5000000;119.5000000;4
MOEX.SBER:SMAL;60;20220923;170000;119.0000000;119.0000000;118.5000000;118.5000000;2
MOEX.SBER:SMAL;60;20220923;180000;118.0000000;118.0000000;118.0000000;118.0000000;220
MOEX.SBER:SMAL;60;20220923;190000;119.0000000;119.5000000;119.0000000;119.0000000;5
MOEX.SBER:SMAL;60;20220923;220000;120.5900000;120.5900000;120.5900000;120.5900000;1
MOEX.SBER:SMAL;60;20220926;110000;119.0000000;119.0000000;116.0000000;116.0000000;2
MOEX.SBER:SMAL;60;20220926;120000;118.0000000;120.4700000;114.0200000;114.0200000;19
MOEX.SBER:SMAL;60;20220926;130000;113.1400000;113.1400000;108.8000000;108.8000000;21
MOEX.SBER:SMAL;60;20220926;140000;110.0100000;118.9800000;108.0400000;118.9800000;13
MOEX.SBER:SMAL;60;20220926;150000;108.0200000;118.9800000;108.0100000;118.9800000;11
MOEX.SBER:SMAL;60;20220926;160000;108.3200000;108.3200000;108.1300000;108.1400000;11
MOEX.SBER:SMAL;60;20220926;180000;115.0000000;115.0000000;115.0000000;115.0000000;1
MOEX.SBER:SMAL;60;20220926;190000;111.0000000;111.0000000;108.3300000;108.3300000;7
MOEX.SBER:SMAL;60;20220926;230000;108.9000000;108.9000000;108.0000000;108.0000000;16
MOEX.SBER:SMAL;60;20220927;110000;119.9700000;119.9700000;108.0200000;108.0200000;17
MOEX.SBER:SMAL;60;20220927;120000;108.9900000;108.9900000;108.0200000;108.0200000;3
MOEX.SBER:SMAL;60;20220927;130000;109.0000000;109.0000000;108.0100000;109.0000000;20
MOEX.SBER:SMAL;60;20220927;150000;109.0000000;109.0000000;108.5000000;108.5000000;10
MOEX.SBER:SMAL;60;20220927;160000;108.5000000;108.5000000;106.0000000;106.0000000;13
MOEX.SBER:SMAL;60;20220927;170000;108.9900000;109.5000000;108.9900000;109.5000000;3
MOEX.SBER:SMAL;60;20220927;180000;109.0000000;109.0000000;109.0000000;109.0000000;232
MOEX.SBER:SMAL;60;20220927;200000;124.0000000;124.0000000;124.0000000;124.0000000;9
MOEX.SBER:SMAL;60;20220927;210000;108.0700000;119.9500000;108.0700000;119.9500000;9
MOEX.SBER:SMAL;60;20220928;110000;115.0000000;115.0000000;114.3000000;114.3000000;3
MOEX.SBER:SMAL;60;20220928;120000;114.3000000;114.3000000;113.5000000;113.5000000;5
MOEX.SBER:SMAL;60;20220928;130000;113.0000000;113.0000000;111.0200000;111.0200000;13
MOEX.SBER:SMAL;60;20220928;140000;111.0200000;111.0200000;109.0500000;109.0500000;14
MOEX.SBER:SMAL;60;20220928;160000;109.4600000;109.4600000;107.3400000;107.3400000;8
MOEX.SBER:SMAL;60;20220928;170000;111.0000000;111.0000000;107.3400000;107.3400000;11
MOEX.SBER:SMAL;60;20220928;180000;108.0100000;110.0000000;108.0100000;110.0000000;10
MOEX.SBER:SMAL;60;20220928;190000;110.0000000;110.0000000;110.0000000;110.0000000;138
MOEX.SBER:SMAL;60;20220928;210000;121.9700000;121.9700000;121.9600000;121.9700000;4
MOEX.SBER:SMAL;60;20220929;120000;111.0000000;111.0000000;110.5000000;110.5000000;2
MOEX.SBER:SMAL;60;20220929;130000;110.0000000;110.0000000;108.5100000;108.5200000;19
MOEX.SBER:SMAL;60;20220929;140000;108.4500000;109.5000000;108.4400000;109.5000000;9
MOEX.SBER:SMAL;60;20220929;150000;109.5000000;109.5000000;109.5000000;109.5000000;2
MOEX.SBER:SMAL;60;20220929;160000;110.0000000;111.0000000;110.0000000;111.0000000;3
MOEX.SBER:SMAL;60;20220929;180000;109.5000000;111.9900000;107.0000000;107.0000000;149
MOEX.SBER:SMAL;60;20220929;230000;109.8400000;109.8400000;109.8400000;109.8400000;8
MOEX.SBER:SMAL;60;20220930;110000;112.0000000;112.0000000;99.7800000;99.7800000;7
MOEX.SBER:SMAL;60;20220930;120000;112.5000000;112.5000000;112.5000000;112.5000000;1
MOEX.SBER:SMAL;60;20220930;130000;108.9900000;112.9900000;108.1800000;112.9900000;7
MOEX.SBER:SMAL;60;20220930;140000;112.9900000;113.0000000;106.9900000;106.9900000;8
MOEX.SBER:SMAL;60;20220930;170000;108.2400000;108.2400000;108.0600000;108.0600000;12
MOEX.SBER:SMAL;60;20220930;180000;108.0600000;108.0600000;108.0500000;108.0500000;9
MOEX.SBER:SMAL;60;20220930;190000;108.0100000;108.0100000;107.0000000;107.0000000;174
MOEX.SBER:SMAL;60;20220930;220000;110.0000000;110.0000000;110.0000000;110.0000000;7
MOEX.SBER:SMAL;60;20221003;110000;107.0600000;107.0600000;107.0600000;107.0600000;9
MOEX.SBER:SMAL;60;20221003;120000;111.0000000;111.0000000;111.0000000;111.0000000;1
MOEX.SBER:SMAL;60;20221003;130000;110.5000000;110.5000000;110.5000000;110.5000000;3
MOEX.SBER:SMAL;60;20221003;140000;111.4300000;112.0000000;111.4300000;112.0000000;3
MOEX.SBER:SMAL;60;20221003;150000;112.4900000;112.5000000;112.4900000;112.5000000;10
MOEX.SBER:SMAL;60;20221003;160000;112.0000000;112.0000000;111.0000000;111.0000000;3
MOEX.SBER:SMAL;60;20221003;170000;111.5000000;112.0000000;111.5000000;112.0000000;2
MOEX.SBER:SMAL;60;20221003;180000;112.4900000;114.0000000;112.4900000;114.0000000;10
MOEX.SBER:SMAL;60;20221003;190000;113.0000000;113.0000000;113.0000000;113.0000000;178
MOEX.SBER:SMAL;60;20221003;200000;112.0100000;114.0000000;112.0100000;114.0000000;7
MOEX.SBER:SMAL;60;20221003;230000;114.5000000;114.5000000;114.5000000;114.5000000;2
MOEX.SBER:SMAL;60;20221004;110000;114.5000000;114.8000000;113.5000000;113.5000000;14
MOEX.SBER:SMAL;60;20221004;120000;113.0000000;113.0000000;112.5000000;112.5000000;2
MOEX.SBER:SMAL;60;20221004;130000;112.0000000;112.0000000;111.5000000;111.5000000;14
MOEX.SBER:SMAL;60;20221004;140000;112.0000000;112.5000000;111.0000000;111.0000000;5
MOEX.SBER:SMAL;60;20221004;150000;111.5000000;111.5000000;111.0000000;111.0000000;3
MOEX.SBER:SMAL;60;20221004;160000;111.0000000;111.5000000;111.0000000;111.5000000;4
MOEX.SBER:SMAL;60;20221004;190000;110.5100000;110.5100000;109.3600000;110.5000000;180
MOEX.SBER:SMAL;60;20221005;110000;110.5000000;110.5000000;107.5700000;107.5700000;7
MOEX.SBER:SMAL;60;20221005;120000;107.5800000;107.5800000;106.9900000;106.9900000;22
MOEX.SBER:SMAL;60;20221005;130000;106.0800000;106.0800000;106.0800000;106.0800000;1
MOEX.SBER:SMAL;60;20221005;140000;107.5000000;108.0000000;107.5000000;108.0000000;2
MOEX.SBER:SMAL;60;20221005;150000;108.0000000;108.0000000;106.3900000;106.3900000;8
MOEX.SBER:SMAL;60;20221005;160000;106.3900000;106.3900000;106.3700000;106.3700000;17
MOEX.SBER:SMAL;60;20221005;180000;108.3500000;108.5000000;107.3600000;107.3600000;124
MOEX.SBER:SMAL;60;20221005;210000;109.5000000;109.5000000;109.5000000;109.5000000;1
MOEX.SBER:SMAL;60;20221006;110000;109.0000000;109.0000000;109.0000000;109.0000000;1
MOEX.SBER:SMAL;60;20221006;120000;108.5000000;108.5000000;107.5000000;107.5000000;3
MOEX.SBER:SMAL;60;20221006;130000;108.0000000;109.0000000;108.0000000;109.0000000;5
MOEX.SBER:SMAL;60;20221006;140000;109.0000000;109.0000000;108.0000000;108.0000000;3
